row_idx	row_label	col_idx	col_label	similarity
21	java_recusion_bp912	1	java_recusion_abd112	0.8712984388042938
1	java_recusion_abd112	22	java_recusion_bso12	0.8111295882051904
22	java_recusion_bso12	1	java_recusion_abd112	0.8111295882051904
1	java_recusion_abd112	23	java_recusion_cac112	0.7187370187878432
23	java_recusion_cac112	1	java_recusion_abd112	0.7187370187878432
1	java_recusion_abd112	24	java_recusion_cam212	0.9395672548845428
24	java_recusion_cam212	1	java_recusion_abd112	0.9395672548845428
1	java_recusion_abd112	25	java_recusion_cc7912	0.8848409332721554
25	java_recusion_cc7912	1	java_recusion_abd112	0.8848409332721554
1	java_recusion_abd112	26	java_recusion_ccp212	0.971354147751623
26	java_recusion_ccp212	1	java_recusion_abd112	0.971354147751623
1	java_recusion_abd112	27	java_recusion_cm2812	0.9379720165171949
27	java_recusion_cm2812	1	java_recusion_abd112	0.9379720165171949
1	java_recusion_abd112	28	java_recusion_cm3512	0.9114370574027781
28	java_recusion_cm3512	1	java_recusion_abd112	0.9114370574027781
1	java_recusion_abd112	29	java_recusion_cmn12	0.9656529232269482
29	java_recusion_cmn12	1	java_recusion_abd112	0.9656529232269482
1	java_recusion_abd112	30	java_recusion_cn1312	0.9407703176124087
30	java_recusion_cn1312	1	java_recusion_abd112	0.9407703176124087
1	java_recusion_abd112	31	java_recusion_cn1612	0.9364801498726124
31	java_recusion_cn1612	1	java_recusion_abd112	0.9364801498726124
1	java_recusion_abd112	32	java_recusion_cp1512	0.7887290743127839
32	java_recusion_cp1512	1	java_recusion_abd112	0.7887290743127839
1	java_recusion_abd112	33	java_recusion_cs2912	0.9369545242825341
33	java_recusion_cs2912	1	java_recusion_abd112	0.9369545242825341
1	java_recusion_abd112	34	java_recusion_cts12	0.856689147898319
34	java_recusion_cts12	1	java_recusion_abd112	0.856689147898319
1	java_recusion_abd112	35	java_recusion_cv1212	0.934861683701618
35	java_recusion_cv1212	1	java_recusion_abd112	0.934861683701618
1	java_recusion_abd112	36	java_recusion_cw2312	0.9104492171878436
36	java_recusion_cw2312	1	java_recusion_abd112	0.9104492171878436
1	java_recusion_abd112	37	java_recusion_cyc212	0.8903623457996552
37	java_recusion_cyc212	1	java_recusion_abd112	0.8903623457996552
1	java_recusion_abd112	38	java_recusion_dc2412	0.8648928621811454
38	java_recusion_dc2412	1	java_recusion_abd112	0.8648928621811454
1	java_recusion_abd112	39	java_recusion_dhl12	0.9024815869808445
39	java_recusion_dhl12	1	java_recusion_abd112	0.9024815869808445
1	java_recusion_abd112	40	java_recusion_dkn12	0.8729137804000221
40	java_recusion_dkn12	1	java_recusion_abd112	0.8729137804000221
1	java_recusion_abd112	41	java_recusion_dsl12	0.7018037298473107
41	java_recusion_dsl12	1	java_recusion_abd112	0.7018037298473107
1	java_recusion_abd112	42	java_recusion_ec1112	0.9244313512193129
42	java_recusion_ec1112	1	java_recusion_abd112	0.9244313512193129
1	java_recusion_abd112	43	java_recusion_ek1312	0.9053018392019346
43	java_recusion_ek1312	1	java_recusion_abd112	0.9053018392019346
1	java_recusion_abd112	44	java_recusion_fgc12	0.9415008151711631
44	java_recusion_fgc12	1	java_recusion_abd112	0.9415008151711631
1	java_recusion_abd112	45	java_recusion_gds12	0.8453533554385482
45	java_recusion_gds12	1	java_recusion_abd112	0.8453533554385482
1	java_recusion_abd112	46	java_recusion_gp1712	0.5400544994789862
46	java_recusion_gp1712	1	java_recusion_abd112	0.5400544994789862
1	java_recusion_abd112	47	java_recusion_hb2212	0.8274172102600442
47	java_recusion_hb2212	1	java_recusion_abd112	0.8274172102600442
1	java_recusion_abd112	48	java_recusion_hj1012	0.7606374293957823
48	java_recusion_hj1012	1	java_recusion_abd112	0.7606374293957823
1	java_recusion_abd112	49	java_recusion_hj1612	0.8121949544230158
49	java_recusion_hj1612	1	java_recusion_abd112	0.8121949544230158
1	java_recusion_abd112	50	java_recusion_hj512	0.9570865829872371
50	java_recusion_hj512	1	java_recusion_abd112	0.9570865829872371
1	java_recusion_abd112	51	java_recusion_ik1211	0.5873062813182313
51	java_recusion_ik1211	1	java_recusion_abd112	0.5873062813182313
1	java_recusion_abd112	52	java_recusion_ip512	0.8141947078054953
52	java_recusion_ip512	1	java_recusion_abd112	0.8141947078054953
1	java_recusion_abd112	53	java_recusion_jc3212	0.8934198629767158
53	java_recusion_jc3212	1	java_recusion_abd112	0.8934198629767158
1	java_recusion_abd112	54	java_recusion_jc4512	0.9394718425006234
54	java_recusion_jc4512	1	java_recusion_abd112	0.9394718425006234
1	java_recusion_abd112	55	java_recusion_jd3012	0.8995387186780851
55	java_recusion_jd3012	1	java_recusion_abd112	0.8995387186780851
1	java_recusion_abd112	56	java_recusion_jl6912	0.93515733342587
56	java_recusion_jl6912	1	java_recusion_abd112	0.93515733342587
1	java_recusion_abd112	57	java_recusion_jl8912	0.7871947085523119
57	java_recusion_jl8912	1	java_recusion_abd112	0.7871947085523119
1	java_recusion_abd112	58	java_recusion_jlk11	0.8669864837413956
58	java_recusion_jlk11	1	java_recusion_abd112	0.8669864837413956
1	java_recusion_abd112	59	java_recusion_jr1412	0.9622526318457789
59	java_recusion_jr1412	1	java_recusion_abd112	0.9622526318457789
1	java_recusion_abd112	60	java_recusion_jra12	0.8671029722630212
60	java_recusion_jra12	1	java_recusion_abd112	0.8671029722630212
1	java_recusion_abd112	61	java_recusion_jrc12	0.719507803045272
61	java_recusion_jrc12	1	java_recusion_abd112	0.719507803045272
1	java_recusion_abd112	62	java_recusion_jt1712	0.869859759023891
62	java_recusion_jt1712	1	java_recusion_abd112	0.869859759023891
1	java_recusion_abd112	63	java_recusion_jt1812	0.8316640810346065
63	java_recusion_jt1812	1	java_recusion_abd112	0.8316640810346065
1	java_recusion_abd112	64	java_recusion_jyy112	0.96875898653877
64	java_recusion_jyy112	1	java_recusion_abd112	0.96875898653877
1	java_recusion_abd112	65	java_recusion_jz4112	0.9182083231098755
65	java_recusion_jz4112	1	java_recusion_abd112	0.9182083231098755
1	java_recusion_abd112	66	java_recusion_khw12	0.8264136802778929
66	java_recusion_khw12	1	java_recusion_abd112	0.8264136802778929
1	java_recusion_abd112	67	java_recusion_kjz12	0.9595064907392453
67	java_recusion_kjz12	1	java_recusion_abd112	0.9595064907392453
1	java_recusion_abd112	68	java_recusion_kml211	0.9254402162280269
68	java_recusion_kml211	1	java_recusion_abd112	0.9254402162280269
1	java_recusion_abd112	69	java_recusion_kr1612	0.9529666903374854
69	java_recusion_kr1612	1	java_recusion_abd112	0.9529666903374854
1	java_recusion_abd112	70	java_recusion_ks3512	0.9047899352873567
70	java_recusion_ks3512	1	java_recusion_abd112	0.9047899352873567
1	java_recusion_abd112	71	java_recusion_kt1712	0.8399967071443208
71	java_recusion_kt1712	1	java_recusion_abd112	0.8399967071443208
1	java_recusion_abd112	72	java_recusion_lc3912	0.7070118092572124
72	java_recusion_lc3912	1	java_recusion_abd112	0.7070118092572124
1	java_recusion_abd112	73	java_recusion_lm1712	0.8911280148995896
73	java_recusion_lm1712	1	java_recusion_abd112	0.8911280148995896
1	java_recusion_abd112	74	java_recusion_lm3212	0.8507491689969067
74	java_recusion_lm3212	1	java_recusion_abd112	0.8507491689969067
1	java_recusion_abd112	75	java_recusion_lmj112	0.8949347619008332
75	java_recusion_lmj112	1	java_recusion_abd112	0.8949347619008332
1	java_recusion_abd112	76	java_recusion_lmk12	0.8534310075750698
76	java_recusion_lmk12	1	java_recusion_abd112	0.8534310075750698
1	java_recusion_abd112	77	java_recusion_ma8512	0.9509195552030435
77	java_recusion_ma8512	1	java_recusion_abd112	0.9509195552030435
1	java_recusion_abd112	78	java_recusion_md2312	0.9111276973705997
78	java_recusion_md2312	1	java_recusion_abd112	0.9111276973705997
1	java_recusion_abd112	79	java_recusion_med12	0.8743641027608541
79	java_recusion_med12	1	java_recusion_abd112	0.8743641027608541
1	java_recusion_abd112	80	java_recusion_mh3212	0.874651979819174
80	java_recusion_mh3212	1	java_recusion_abd112	0.874651979819174
1	java_recusion_abd112	81	java_recusion_mk7712	0.9250503621146425
81	java_recusion_mk7712	1	java_recusion_abd112	0.9250503621146425
1	java_recusion_abd112	82	java_recusion_mwc112	0.8199350888431346
82	java_recusion_mwc112	1	java_recusion_abd112	0.8199350888431346
1	java_recusion_abd112	83	java_recusion_nb1712	0.7642127485004838
83	java_recusion_nb1712	1	java_recusion_abd112	0.7642127485004838
1	java_recusion_abd112	84	java_recusion_om612	0.7904658906123655
84	java_recusion_om612	1	java_recusion_abd112	0.7904658906123655
1	java_recusion_abd112	85	java_recusion_ot612	0.9266506288158057
85	java_recusion_ot612	1	java_recusion_abd112	0.9266506288158057
1	java_recusion_abd112	86	java_recusion_pp2112	0.9254571311390805
