row_idx	row_label	col_idx	col_label	similarity
0	java_recusion_ab6512	0	java_recusion_ab6512	1.0
0	java_recusion_ab6512	1	java_recusion_abd112	0.9067843141637544
1	java_recusion_abd112	0	java_recusion_ab6512	0.9067843141637544
0	java_recusion_ab6512	2	java_recusion_ac3612	0.7980896894573404
2	java_recusion_ac3612	0	java_recusion_ab6512	0.7980896894573404
0	java_recusion_ab6512	3	java_recusion_ad4412	0.8228203943312048
3	java_recusion_ad4412	0	java_recusion_ab6512	0.8228203943312048
0	java_recusion_ab6512	4	java_recusion_aed212	0.8526633723037091
4	java_recusion_aed212	0	java_recusion_ab6512	0.8526633723037091
0	java_recusion_ab6512	5	java_recusion_afe12	0.7242892263718843
5	java_recusion_afe12	0	java_recusion_ab6512	0.7242892263718843
0	java_recusion_ab6512	6	java_recusion_aic212	0.8080340202474013
6	java_recusion_aic212	0	java_recusion_ab6512	0.8080340202474013
0	java_recusion_ab6512	7	java_recusion_ak6012	0.8933856666887858
7	java_recusion_ak6012	0	java_recusion_ab6512	0.8933856666887858
0	java_recusion_ab6512	8	java_recusion_am4012	0.7066201221662346
8	java_recusion_am4012	0	java_recusion_ab6512	0.7066201221662346
0	java_recusion_ab6512	9	java_recusion_am6312	0.7149764101351633
9	java_recusion_am6312	0	java_recusion_ab6512	0.7149764101351633
0	java_recusion_ab6512	10	java_recusion_am8112	0.7307504387502735
10	java_recusion_am8112	0	java_recusion_ab6512	0.7307504387502735
0	java_recusion_ab6512	11	java_recusion_amv12	0.6192759567691126
11	java_recusion_amv12	0	java_recusion_ab6512	0.6192759567691126
0	java_recusion_ab6512	12	java_recusion_as13412	0.7480371822610726
12	java_recusion_as13412	0	java_recusion_ab6512	0.7480371822610726
0	java_recusion_ab6512	13	java_recusion_as4712	0.5560055160987943
13	java_recusion_as4712	0	java_recusion_ab6512	0.5560055160987943
0	java_recusion_ab6512	14	java_recusion_ash112	0.8474767540355953
14	java_recusion_ash112	0	java_recusion_ab6512	0.8474767540355953
0	java_recusion_ab6512	15	java_recusion_ba912	0.8468377134489843
15	java_recusion_ba912	0	java_recusion_ab6512	0.8468377134489843
0	java_recusion_ab6512	16	java_recusion_bjc212	0.8530169476583065
16	java_recusion_bjc212	0	java_recusion_ab6512	0.8530169476583065
0	java_recusion_ab6512	17	java_recusion_bl2312	0.5347177131557258
17	java_recusion_bl2312	0	java_recusion_ab6512	0.5347177131557258
0	java_recusion_ab6512	18	java_recusion_bm1212	0.888931082380012
18	java_recusion_bm1212	0	java_recusion_ab6512	0.888931082380012
0	java_recusion_ab6512	19	java_recusion_bm1912	0.6213786584568621
19	java_recusion_bm1912	0	java_recusion_ab6512	0.6213786584568621
0	java_recusion_ab6512	20	java_recusion_bms112	0.8296487335390471
20	java_recusion_bms112	0	java_recusion_ab6512	0.8296487335390471
0	java_recusion_ab6512	21	java_recusion_bp912	0.7980266010382522
21	java_recusion_bp912	0	java_recusion_ab6512	0.7980266010382522
0	java_recusion_ab6512	22	java_recusion_bso12	0.6708327914772872
22	java_recusion_bso12	0	java_recusion_ab6512	0.6708327914772872
0	java_recusion_ab6512	23	java_recusion_cac112	0.7556081416785092
23	java_recusion_cac112	0	java_recusion_ab6512	0.7556081416785092
0	java_recusion_ab6512	24	java_recusion_cam212	0.7987733970557196
24	java_recusion_cam212	0	java_recusion_ab6512	0.7987733970557196
0	java_recusion_ab6512	25	java_recusion_cc7912	0.7563761360629853
25	java_recusion_cc7912	0	java_recusion_ab6512	0.7563761360629853
0	java_recusion_ab6512	26	java_recusion_ccp212	0.8699477630507406
26	java_recusion_ccp212	0	java_recusion_ab6512	0.8699477630507406
0	java_recusion_ab6512	27	java_recusion_cm2812	0.9012472013731339
27	java_recusion_cm2812	0	java_recusion_ab6512	0.9012472013731339
0	java_recusion_ab6512	28	java_recusion_cm3512	0.7846460765053276
28	java_recusion_cm3512	0	java_recusion_ab6512	0.7846460765053276
0	java_recusion_ab6512	29	java_recusion_cmn12	0.8575002063211318
29	java_recusion_cmn12	0	java_recusion_ab6512	0.8575002063211318
0	java_recusion_ab6512	30	java_recusion_cn1312	0.8361683128138829
30	java_recusion_cn1312	0	java_recusion_ab6512	0.8361683128138829
0	java_recusion_ab6512	31	java_recusion_cn1612	0.8705808854884127
31	java_recusion_cn1612	0	java_recusion_ab6512	0.8705808854884127
0	java_recusion_ab6512	32	java_recusion_cp1512	0.7095898926311763
32	java_recusion_cp1512	0	java_recusion_ab6512	0.7095898926311763
